Id,SalePrice
1101,84917.29
1102,97223.28
1103,105916.57
1104,213036.33
1105,79304.04
1106,354455.8
1107,213905.97
1108,279721.78
1109,142696.77
1110,274424.16
1111,192168.92
1112,199657.47
1113,112331.8
1114,108509.99
1115,114971.12
1116,274873.78
1117,216526.66
1118,126148.44
1119,76773.74
1120,132296.94
1121,111610.33
1122,209650.42
1123,108090.234
1124,73507.48
1125,166801.72
1126,105248.7
1127,182177.1
1128,234398.05
1129,181359.42
1130,112624.22
1131,118857.85
1132,130279.7
1133,146011.64
1134,187942.17
1135,173923.97
1136,109427.805
1137,117110.47
1138,74103.55
1139,168082.66
1140,129996.85
1141,112546.375
1142,180851.33
1143,344261.2
1144,81892.74
1145,34900.0
1146,138484.16
1147,152021.06
1148,182873.05
1149,94976.85
1150,151874.42
1151,159793.23
1152,133418.72
1153,200684.03
1154,119488.95
1155,221268.52
1156,178787.4
1157,202049.23
1158,181185.1
1159,222564.56
1160,176653.02
1161,120760.03
1162,261056.98
1163,138991.97
1164,120189.46
1165,165833.88
1166,230555.73
1167,208385.48
1168,154491.25
1169,195330.38
1170,379283.72
1171,164445.66
1172,155827.2
1173,161375.88
1174,164921.06
1175,210312.66
1176,283500.12
1177,143014.88
1178,103231.47
1179,137058.47
1180,97926.984
1181,229208.72
1182,264451.66
1183,310565.5
1184,138075.75
1185,108986.82
1186,124895.84
1187,116279.38
1188,297383.4
1189,166007.9
1190,174024.12
1191,153421.33
1192,147295.03
1193,111954.15
1194,135322.69
1195,155375.61
1196,163118.72
1197,155176.94
1198,169754.05
1199,175241.11
1200,120490.734
1201,107869.766
1202,169564.05
1203,163689.2
1204,173480.4
1205,153925.11
1206,179916.81
1207,114807.89
1208,220696.66
1209,103144.016
1210,276580.03
1211,210707.12
1212,135446.3
1213,89988.83
1214,150579.64
1215,118528.93
1216,114708.62
1217,132060.97
1218,214116.81
1219,97569.08
1220,66564.97
1221,100902.23
1222,149871.56
1223,121406.836
1224,135335.03
1225,165798.92
1226,160373.86
1227,224203.77
1228,129367.29
1229,325731.25
1230,123975.85
1231,158252.5
1232,153517.78
1233,115683.89
1234,109880.92
1235,77564.03
1236,125206.41
1237,127916.43
1238,187952.16
1239,128835.88
1240,235948.27
1241,200135.39
1242,251175.72
1243,179258.83
1244,325061.97
1245,175078.9
1246,173777.05
1247,188302.1
1248,134210.11
1249,93415.72
1250,111939.0
1251,274781.44
1252,133969.16
1253,116886.48
1254,270601.1
1255,170615.72
1256,120348.68
1257,314925.2
1258,94172.82
1259,188589.58
1260,139648.53
1261,165209.03
1262,95647.91
1263,194993.25
1264,146214.88
1265,158300.52
1266,184202.69
1267,165197.73
1268,367689.7
1269,207042.66
1270,151600.17
1271,223542.83
1272,131234.7
1273,128586.74
1274,157639.89
1275,154675.45
1276,165369.2
1277,180404.23
1278,148970.27
1279,200099.19
1280,44468.316
1281,199093.95
1282,173680.53
1283,119310.67
1284,93549.266
1285,180462.72
1286,110303.164
1287,158284.45
1288,153429.67
1289,252267.1
1290,276766.78
1291,165345.28
1292,68942.07
1293,114101.69
1294,168237.7
1295,97708.94
1296,85679.73
1297,142715.53
1298,169273.6
1299,504776.66
1300,127197.47
1301,168863.52
1302,155431.34
1303,286175.38
1304,212306.28
1305,157339.94
1306,325052.28
1307,170681.33
1308,133955.42
1309,141648.34
1310,121064.91
1311,241546.6
1312,207588.36
1313,249205.5
1314,344251.2
1315,140033.69
1316,186072.44
1317,318643.72
1318,136711.8
1319,272162.22
1320,116233.016
1321,153967.88
1322,70645.266
1323,246863.19
1324,82428.14
1325,220618.6
1326,88385.38
1327,98860.375
1328,145730.31
1329,177353.45
1330,159339.7
1331,249897.42
